Date,Close,Volume,Open,High,Low
11/29/2019,$21.44,213372,$21.54,$21.67,$21.36
12/02/2019,$21.21,309190,$21.52,$21.52,$20.93
12/03/2019,$21.53,238234,$21.12,$21.56,$20.46
12/04/2019,$22.30,278316,$21.72,$22.58,$21.56
12/05/2019,$22.74,409190,$22.52,$22.89,$22.31
12/06/2019,$22.84,210237,$22.99,$23.31,$22.7527
12/09/2019,$22.67,221692,$22.81,$22.92,$22.46
12/10/2019,$22.82,146815,$22.62,$22.92,$22.50
12/11/2019,$23.19,144689,$22.82,$23.25,$22.68
12/12/2019,$23.64,166960,$23.15,$23.7524,$23.11
12/13/2019,$23.56,253487,$23.56,$23.80,$23.23
12/16/2019,$23.64,232356,$23.62,$24.42,$23.55
12/17/2019,$23.775,265900,$23.65,$23.89,$23.46
12/18/2019,$24.77,471356,$23.87,$24.98,$23.69
12/19/2019,$24.89,183590,$24.76,$24.92,$24.35
12/20/2019,$24.81,513755,$25.00,$25.00,$24.40
12/23/2019,$24.42,121645,$24.89,$24.91,$24.30
12/24/2019,$24.23,39343,$24.47,$24.47,$24.10
12/26/2019,$24.39,60396,$24.25,$24.44,$24.13
12/27/2019,$24.18,141020,$24.48,$24.48,$23.85
12/30/2019,$24.09,71680,$24.18,$24.2559,$23.7101
12/31/2019,$24.095,123234,$23.99,$24.25,$23.94
01/02/2020,$24.52,154755,$24.44,$24.63,$24.11
01/03/2020,$24.79,207693,$24.15,$24.86,$24.15
01/06/2020,$24.19,143427,$24.48,$24.51,$23.99
01/07/2020,$24.38,126499,$24.25,$24.535,$23.90
01/08/2020,$24.76,134850,$24.40,$24.92,$24.34
01/09/2020,$24.65,195896,$24.90,$25.18,$24.57
01/10/2020,$24.23,199827,$24.68,$24.87,$23.81
01/13/2020,$24.43,257661,$24.28,$24.58,$23.04
01/14/2020,$24.59,243640,$24.51,$24.99,$24.19
01/15/2020,$24.25,135121,$24.42,$24.64,$24.04
01/16/2020,$25.35,243178,$24.45,$25.361,$24.45
01/17/2020,$25.03,158748,$25.40,$25.60,$24.95
01/21/2020,$25.06,130740,$24.79,$25.26,$24.67
01/22/2020,$24.84,195227,$25.09,$25.51,$24.755
01/23/2020,$25.195,384713,$24.80,$25.28,$24.29
01/24/2020,$25.02,174655,$25.53,$25.53,$24.63
01/27/2020,$23.71,157481,$24.33,$24.33,$23.65
01/28/2020,$24.57,209883,$23.60,$24.79,$23.31
01/29/2020,$24.06,111578,$24.59,$24.69,$24.04
01/30/2020,$24.50,137058,$23.87,$24.55,$23.87
01/31/2020,$24.15,310915,$24.26,$24.415,$23.96
02/03/2020,$24.615,212275,$24.14,$24.98,$24.1222
02/04/2020,$25.25,299996,$25.11,$25.54,$25.02
02/05/2020,$25.89,226694,$25.64,$25.94,$25.23
02/06/2020,$27.99,759744,$27.61,$28.75,$26.25
02/07/2020,$26.83,302752,$28.29,$28.38,$26.54
02/10/2020,$28.38,414890,$26.43,$28.43,$26.43
02/11/2020,$28.76,661914,$28.43,$29.23,$28.43
02/12/2020,$28.345,377890,$28.98,$29.19,$28.13
02/13/2020,$28.56,426315,$28.06,$29.24,$27.90
02/14/2020,$28.32,224318,$28.72,$28.72,$28.04
02/18/2020,$27.81,219864,$27.67,$28.14,$27.55
02/19/2020,$27.98,231759,$28.27,$28.33,$27.70
02/20/2020,$27.95,363045,$27.85,$28.45,$27.54
02/21/2020,$26.155,273735,$27.71,$27.78,$25.66
02/24/2020,$24.32,491848,$25.08,$25.18,$24.01
02/25/2020,$23.26,340821,$24.57,$24.57,$23.1844
02/26/2020,$23.83,221243,$23.38,$24.07,$23.31
02/27/2020,$22.98,450037,$22.93,$24.41,$22.74
02/28/2020,$23.99,410593,$21.92,$23.99,$21.92
03/02/2020,$23.95,287505,$24.28,$24.28,$23.30
03/03/2020,$23.51,156287,$23.97,$24.2898,$23.29
03/04/2020,$24.16,208768,$23.75,$24.30,$23.465
03/05/2020,$23.20,276770,$23.44,$23.86,$22.94
03/06/2020,$23.47,255845,$22.38,$23.53,$22.30
03/09/2020,$21.85,334648,$21.59,$22.85,$21.1405
03/10/2020,$22.51,379675,$22.61,$22.78,$21.58
03/11/2020,$21.12,433331,$21.90,$22.12,$20.95
03/12/2020,$19.07,501816,$19.76,$20.285,$18.62
03/13/2020,$20.21,486405,$19.97,$20.36,$18.49
03/16/2020,$16.71,564044,$18.32,$18.82,$16.41
03/17/2020,$18.78,402030,$17.09,$19.54,$16.11
03/18/2020,$13.80,341742,$17.50,$17.80,$13.77
03/19/2020,$13.42,468302,$13.07,$15.82,$12.99
03/20/2020,$13.60,456371,$13.74,$14.72,$13.32
03/23/2020,$14.98,331459,$13.97,$15.40,$13.71
03/24/2020,$17.60,395639,$16.15,$17.71,$15.85
03/25/2020,$17.08,328780,$17.72,$18.51,$16.84
03/26/2020,$19.79,400545,$17.40,$19.91,$17.40
03/27/2020,$17.74,256469,$18.85,$19.38,$17.615
03/30/2020,$18.25,224836,$17.86,$19.02,$17.7648
03/31/2020,$18.31,336739,$18.35,$18.99,$17.79
04/01/2020,$17.50,266873,$17.75,$18.00,$17.15
04/02/2020,$17.27,375506,$16.61,$17.84,$16.5207
04/03/2020,$16.82,288618,$17.02,$17.49,$16.11
04/06/2020,$19.04,438993,$17.81,$19.20,$17.81
04/07/2020,$18.81,302641,$19.83,$19.97,$18.285
04/08/2020,$19.79,219489,$19.16,$20.32,$18.82
04/09/2020,$19.63,302325,$20.59,$20.99,$19.17
04/13/2020,$19.64,199844,$19.46,$19.67,$18.92
04/14/2020,$21.81,495363,$20.43,$22.00,$20.41
04/15/2020,$21.49,356904,$21.04,$21.68,$20.69
04/16/2020,$20.93,424110,$22.02,$22.28,$20.65
04/17/2020,$21.47,384173,$21.56,$21.62,$21.12
04/20/2020,$21.56,249791,$20.94,$22.08,$20.6127
04/21/2020,$20.15,220979,$20.97,$21.23,$19.86
04/22/2020,$21.63,142258,$20.84,$21.74,$20.50
04/23/2020,$21.52,167252,$21.47,$22.00,$21.16
04/24/2020,$21.69,202338,$21.49,$21.89,$21.14
04/27/2020,$23.11,349264,$21.94,$23.22,$21.94
04/28/2020,$24.44,327370,$23.76,$24.775,$23.27
04/29/2020,$25.82,390376,$24.99,$26.07,$24.83
04/30/2020,$23.36,406316,$25.24,$25.31,$23.35
05/01/2020,$22.48,358626,$22.72,$23.00,$21.79
05/04/2020,$22.38,268167,$22.18,$22.72,$21.78
05/05/2020,$22.75,311305,$22.75,$23.75,$22.43
05/06/2020,$25.56,905394,$25.31,$26.90,$24.18
05/07/2020,$25.81,346621,$26.20,$26.96,$25.555
05/08/2020,$26.245,375975,$26.00,$26.94,$25.65
05/11/2020,$27.01,917127,$25.63,$27.21,$25.17
05/12/2020,$26.01,845215,$27.25,$27.82,$25.83
05/13/2020,$24.71,527649,$25.80,$26.09,$24.42
05/14/2020,$25.095,417116,$24.08,$25.10,$23.36
05/15/2020,$23.52,354297,$24.61,$24.61,$23.31
05/18/2020,$23.95,360160,$24.53,$24.65,$23.62
05/19/2020,$24.73,356296,$23.93,$25.63,$23.93
05/20/2020,$25.33,289116,$25.11,$25.72,$24.92
05/21/2020,$24.84,235262,$25.21,$25.42,$24.82
05/22/2020,$25.00,174568,$25.06,$25.235,$24.57
05/26/2020,$26.71,447067,$26.62,$27.04,$25.71
05/27/2020,$27.48,521255,$26.63,$27.57,$25.30
05/28/2020,$25.60,580647,$27.41,$27.57,$25.43
05/29/2020,$26.85,826102,$27.27,$27.39,$26.05
06/01/2020,$26.19,622246,$27.00,$27.405,$26.11
06/02/2020,$26.06,661529,$26.36,$26.67,$25.41
06/03/2020,$26.57,434744,$26.52,$27.24,$26.21
06/04/2020,$26.73,262635,$26.35,$27.23,$26.15
06/05/2020,$26.76,363181,$27.40,$28.00,$26.68
06/08/2020,$27.46,602775,$27.74,$28.15,$27.125
06/09/2020,$27.88,465275,$27.30,$27.98,$27.00
06/10/2020,$27.96,323030,$28.00,$28.37,$27.68
06/11/2020,$25.195,360240,$27.00,$27.19,$25.02
06/12/2020,$25.72,239160,$26.16,$26.49,$25.10
06/15/2020,$26.41,378546,$25.14,$26.51,$24.75
06/16/2020,$27.64,457031,$27.32,$27.87,$26.75
06/17/2020,$27.86,319546,$27.90,$28.65,$27.75
06/18/2020,$28.11,196873,$27.72,$28.34,$27.72
06/19/2020,$28.19,400492,$28.37,$28.8403,$27.92
06/22/2020,$28.00,427606,$27.70,$28.44,$27.06
06/23/2020,$27.77,428484,$28.37,$28.375,$27.56
06/24/2020,$26.62,407202,$27.60,$27.60,$26.33
06/25/2020,$27.71,612803,$26.61,$27.72,$26.14
06/26/2020,$27.16,1106767,$27.62,$27.90,$26.64
06/29/2020,$26.885,378283,$27.46,$27.46,$26.57
06/30/2020,$27.85,465653,$26.93,$28.17,$26.93
07/01/2020,$27.17,307539,$27.85,$27.87,$27.145
07/02/2020,$27.28,415678,$27.65,$27.95,$27.16
07/06/2020,$29.135,442939,$27.82,$29.30,$27.69
07/07/2020,$27.59,522430,$28.94,$29.10,$27.54
07/08/2020,$27.725,410746,$27.70,$28.05,$27.14
07/09/2020,$28.22,197365,$27.81,$28.54,$27.50
07/10/2020,$28.33,228966,$28.25,$28.6099,$27.88
07/13/2020,$27.58,446770,$28.75,$29.53,$27.56
07/14/2020,$27.77,378970,$27.35,$27.79,$26.4992
07/15/2020,$27.59,351588,$28.08,$28.39,$27.30
07/16/2020,$27.58,175143,$27.25,$27.665,$27.12
07/17/2020,$28.14,190740,$27.64,$28.28,$27.34
07/20/2020,$29.40,307627,$28.15,$29.42,$28.15
07/21/2020,$28.68,252265,$29.70,$29.70,$28.35
07/22/2020,$28.96,193535,$28.74,$29.15,$28.65
07/23/2020,$28.40,242822,$28.84,$29.53,$27.98
07/24/2020,$27.48,397057,$28.01,$28.09,$27.0317
07/27/2020,$28.82,198986,$27.85,$28.86,$27.6738
07/28/2020,$27.73,253692,$28.51,$28.55,$27.70
07/29/2020,$28.40,280642,$28.01,$28.60,$27.75
07/30/2020,$29.29,308425,$28.09,$29.42,$28.00
07/31/2020,$29.42,336431,$29.32,$29.46,$28.47
08/03/2020,$31.26,486322,$29.50,$31.35,$29.49
08/04/2020,$30.44,503096,$31.01,$31.50,$30.11
08/05/2020,$26.25,2094926,$29.00,$29.12,$24.45
08/06/2020,$25.635,632849,$26.31,$26.93,$25.29
08/07/2020,$26.03,465762,$25.72,$26.53,$25.60
08/10/2020,$26.18,378355,$26.12,$26.48,$26.06
08/11/2020,$26.04,262217,$26.48,$26.65,$25.90
08/12/2020,$26.97,322212,$26.95,$27.43,$26.22
08/13/2020,$26.31,300353,$26.87,$27.0326,$26.06
08/14/2020,$26.74,268877,$26.51,$26.94,$26.39
08/17/2020,$27.08,224540,$26.94,$27.40,$26.85
08/18/2020,$25.84,305894,$27.11,$27.11,$25.73
08/19/2020,$25.63,223686,$25.76,$26.16,$25.50
08/20/2020,$24.73,201375,$25.15,$25.3211,$24.71
08/21/2020,$24.55,740260,$24.67,$25.0376,$24.23
08/24/2020,$24.81,229844,$24.83,$25.07,$24.49
08/25/2020,$24.54,178759,$24.70,$25.09,$24.40
08/26/2020,$24.06,273450,$24.45,$24.65,$24.02
08/27/2020,$23.54,257555,$24.11,$24.25,$23.42
08/28/2020,$24.13,183126,$23.56,$24.13,$23.41
08/31/2020,$23.63,308050,$23.92,$24.05,$23.4901
09/01/2020,$24.20,370070,$23.75,$24.22,$23.625
09/02/2020,$25.30,295569,$24.34,$25.41,$24.165
09/03/2020,$23.57,389556,$24.88,$24.88,$23.45
09/04/2020,$22.65,393223,$23.41,$23.505,$22.00
09/08/2020,$21.64,406425,$21.56,$22.19,$21.42
09/09/2020,$21.49,359554,$21.90,$22.22,$21.44
09/10/2020,$20.83,527451,$21.34,$21.80,$20.675
09/11/2020,$20.50,399922,$21.17,$21.345,$20.40
09/14/2020,$21.33,373775,$20.99,$21.49,$20.81
09/15/2020,$21.38,309618,$21.60,$21.855,$21.255
09/16/2020,$22.14,475998,$22.09,$22.625,$22.03
09/17/2020,$22.30,349077,$21.38,$22.31,$21.17
09/18/2020,$22.54,477045,$22.30,$22.84,$22.18
09/21/2020,$22.64,373974,$23.11,$23.11,$21.91
09/22/2020,$22.81,332227,$22.96,$23.23,$22.30
09/23/2020,$21.72,452944,$22.67,$23.11,$21.65
09/24/2020,$21.92,202891,$21.59,$22.49,$21.455
09/25/2020,$21.52,274003,$21.81,$21.90,$21.27
09/28/2020,$22.28,338727,$21.87,$22.38,$21.63
09/29/2020,$22.08,165887,$22.25,$22.465,$21.95
09/30/2020,$22.00,484813,$22.07,$22.32,$21.84
10/01/2020,$23.03,293015,$22.28,$23.26,$22.28
10/02/2020,$22.25,256501,$22.26,$22.75,$22.10
10/05/2020,$23.26,149563,$22.57,$23.29,$22.57
10/06/2020,$22.94,310867,$23.23,$23.715,$22.86
10/07/2020,$23.13,294561,$23.16,$23.63,$23.03
10/08/2020,$23.49,327751,$23.22,$23.595,$23.085
10/09/2020,$23.78,237531,$23.95,$23.99,$23.55
10/12/2020,$24.32,435566,$23.94,$24.37,$23.71
10/13/2020,$24.88,291610,$24.51,$25.15,$24.48
10/14/2020,$24.28,190799,$24.87,$25.23,$24.2403
10/15/2020,$24.12,191175,$23.78,$24.23,$23.53
10/16/2020,$23.63,127257,$24.24,$24.24,$23.59
10/19/2020,$23.37,175580,$23.62,$23.97,$23.27
10/20/2020,$23.27,245135,$23.54,$23.725,$23.21
10/21/2020,$23.05,206424,$23.24,$23.61,$23.01
10/22/2020,$23.28,288922,$23.30,$23.595,$22.84
10/23/2020,$23.04,124514,$23.54,$23.54,$22.93
10/26/2020,$22.58,163146,$22.76,$23.00,$22.12
10/27/2020,$22.33,273681,$22.65,$22.66,$22.18
10/28/2020,$21.94,209303,$21.86,$22.32,$21.69
10/29/2020,$22.56,219760,$21.93,$22.75,$21.93
10/30/2020,$22.07,160884,$22.24,$22.70,$21.78
11/02/2020,$22.66,167591,$22.33,$22.76,$22.20
11/03/2020,$23.34,218617,$22.88,$23.395,$22.79
11/04/2020,$24.33,212905,$23.52,$24.37,$23.50
11/05/2020,$25.37,280333,$24.72,$25.73,$24.68
11/06/2020,$24.26,336729,$25.22,$25.44,$23.96
11/09/2020,$24.03,370577,$25.24,$25.80,$24.03
11/10/2020,$24.02,282544,$23.93,$24.32,$23.60
11/11/2020,$25.12,210496,$24.47,$25.38,$24.17
11/12/2020,$25.34,655254,$25.04,$25.5847,$24.745
11/13/2020,$26.01,499000,$25.79,$26.76,$25.66
11/16/2020,$26.67,285719,$26.50,$26.9993,$26.31
11/17/2020,$26.25,261172,$26.46,$26.48,$25.75
11/18/2020,$25.95,205140,$26.23,$26.47,$25.91
11/19/2020,$26.12,130947,$25.73,$26.12,$25.465
11/20/2020,$26.40,190284,$26.00,$26.79,$26.00
11/23/2020,$27.32,197424,$26.71,$27.42,$26.6982
11/24/2020,$27.25,250026,$27.66,$27.79,$27.17
11/25/2020,$26.92,309602,$26.85,$27.04,$26.51
11/27/2020,$27.22,171152,$27.19,$27.49,$27.03
11/30/2020,$26.98,338268,$27.32,$27.80,$26.82
12/01/2020,$27.66,777273,$26.85,$27.85,$26.85
12/02/2020,$27.80,258459,$27.66,$27.86,$27.26
12/03/2020,$28.27,255905,$28.00,$28.82,$27.8807
12/04/2020,$29.24,244799,$28.61,$29.28,$28.40
12/07/2020,$29.51,229310,$29.33,$29.6299,$29.17
12/08/2020,$29.47,158844,$29.41,$29.69,$29.13
12/09/2020,$28.25,178975,$29.51,$29.63,$28.05
12/10/2020,$27.79,150600,$28.15,$28.235,$27.76
12/11/2020,$28.36,293298,$27.90,$28.385,$27.80
12/14/2020,$28.49,195419,$28.54,$29.19,$28.36
12/15/2020,$28.81,171047,$28.85,$29.04,$28.58
12/16/2020,$28.93,249158,$28.84,$28.95,$28.40
12/17/2020,$29.18,252347,$28.95,$29.32,$28.90
12/18/2020,$29.67,770378,$29.27,$30.05,$29.02
12/21/2020,$29.69,422504,$29.90,$30.00,$29.2974
12/22/2020,$28.99,188985,$29.72,$29.73,$28.97
12/23/2020,$28.76,155301,$29.58,$29.58,$28.76
12/24/2020,$29.16,76872,$28.87,$29.16,$28.77
12/28/2020,$29.11,213493,$29.43,$29.67,$29.04
12/29/2020,$28.34,167715,$29.17,$29.24,$28.03
12/30/2020,$29.03,137318,$28.52,$29.118,$28.50
12/31/2020,$29.12,137144,$29.00,$29.265,$28.66
01/04/2021,$28.60,797124,$29.25,$30.39,$28.47
01/05/2021,$29.41,266840,$28.76,$29.72,$28.76
01/06/2021,$29.92,334253,$29.31,$30.25,$29.2501
01/07/2021,$31.45,266016,$30.28,$31.54,$30.0771
01/08/2021,$31.68,261228,$31.99,$32.36,$31.39
01/11/2021,$30.77,886228,$28.53,$31.00,$28.45
01/12/2021,$31.63,471194,$30.92,$31.8281,$30.50
01/13/2021,$37.18,1322316,$33.85,$37.64,$33.10
01/14/2021,$37.18,867591,$38.70,$39.65,$37.01
01/15/2021,$34.92,705205,$36.83,$36.87,$34.26
01/19/2021,$38.99,1547439,$36.47,$39.22,$36.05
01/20/2021,$38.78,726603,$39.25,$39.38,$37.33
01/21/2021,$39.93,456257,$39.94,$40.11,$39.0838
01/22/2021,$40.09,385458,$38.96,$40.62,$38.93
01/25/2021,$39.53,198189,$40.88,$40.9458,$38.92
01/26/2021,$37.44,318023,$39.8158,$39.8158,$37.33
01/27/2021,$34.92,400739,$37.00,$37.05,$34.69
01/28/2021,$36.16,438949,$35.11,$37.00,$35.00
01/29/2021,$34.24,347962,$36.00,$36.02,$34.23
02/01/2021,$36.15,308057,$35.18,$36.22,$34.7562
02/02/2021,$37.34,346798,$37.33,$37.62,$36.4967
02/03/2021,$36.12,221729,$37.77,$37.77,$35.8322
02/04/2021,$37.33,189795,$36.09,$37.34,$36.00
02/05/2021,$36.90,278898,$37.71,$37.71,$36.42
02/08/2021,$38.80,451021,$37.10,$38.82,$36.90
02/09/2021,$38.22,214004,$38.49,$38.80,$37.70
02/10/2021,$38.56,416068,$38.33,$39.55,$37.87
02/11/2021,$38.92,472459,$38.77,$39.49,$37.1718
02/12/2021,$39.76,306107,$39.50,$40.331,$38.91
02/16/2021,$40.45,367791,$39.79,$41.20,$39.55
02/17/2021,$39.54,326540,$39.79,$40.30,$38.58
02/18/2021,$38.43,309169,$39.06,$39.69,$38.08
02/19/2021,$39.75,335501,$39.07,$40.20,$39.07
02/22/2021,$39.02,329380,$39.01,$39.59,$38.66
02/23/2021,$37.26,443122,$38.20,$38.24,$35.56
02/24/2021,$38.73,243633,$37.60,$39.06,$36.91
02/25/2021,$36.56,306191,$38.42,$38.545,$36.322
02/26/2021,$36.87,315674,$36.99,$37.8232,$36.04
03/01/2021,$39.71,431381,$37.45,$39.79,$37.40
03/02/2021,$37.94,246562,$39.73,$39.99,$37.88
03/03/2021,$38.47,381648,$38.11,$39.05,$37.81
03/04/2021,$35.78,370196,$38.22,$38.6899,$35.0003
03/05/2021,$37.20,424056,$36.10,$37.30,$35.65
03/08/2021,$34.71,305707,$37.05,$37.58,$34.60
03/09/2021,$37.67,458312,$35.82,$37.75,$35.61
03/10/2021,$38.06,407502,$38.00,$38.77,$37.69
03/11/2021,$39.82,667203,$39.18,$40.00,$38.575
03/12/2021,$39.79,312403,$39.21,$39.93,$38.36
03/15/2021,$40.90,368791,$39.79,$40.92,$39.22
03/16/2021,$42.55,942332,$41.62,$44.20,$41.20
03/17/2021,$42.82,412238,$41.84,$42.90,$40.16
03/18/2021,$38.67,476388,$42.57,$42.60,$38.35
03/19/2021,$38.47,609513,$39.22,$39.48,$37.75
03/22/2021,$39.06,275853,$39.24,$39.96,$38.35
03/23/2021,$36.19,480647,$38.96,$38.96,$35.86
03/24/2021,$36.40,300489,$37.40,$38.68,$36.30
03/25/2021,$37.06,390861,$35.49,$37.25,$34.95
03/26/2021,$39.19,372605,$37.57,$39.25,$37.20
03/29/2021,$37.43,249915,$39.02,$39.4835,$37.05
03/30/2021,$38.23,185229,$37.11,$38.45,$37.00
03/31/2021,$41.09,441728,$38.82,$41.3897,$38.82
04/01/2021,$47.60,1010089,$41.92,$47.74,$41.92
04/05/2021,$49.32,883525,$49.10,$50.2093,$47.65
04/06/2021,$48.40,405839,$49.36,$49.40,$47.0398
04/07/2021,$46.96,270987,$48.18,$49.09,$46.64
04/08/2021,$45.71,605812,$47.30,$48.19,$45.44
04/09/2021,$44.33,573441,$45.31,$45.31,$44.02
04/12/2021,$43.23,538828,$44.22,$44.37,$42.88
04/13/2021,$43.01,496643,$43.99,$44.25,$42.05
04/14/2021,$43.50,312294,$43.06,$44.84,$43.05
04/15/2021,$44.31,355449,$44.00,$45.66,$43.1182
04/16/2021,$42.66,469074,$43.48,$43.77,$41.44
04/19/2021,$42.04,387623,$42.12,$42.52,$41.39
04/20/2021,$40.92,299339,$41.63,$41.90,$40.371
04/21/2021,$43.71,323356,$41.03,$43.75,$41.00
04/22/2021,$42.07,268669,$43.50,$43.78,$42.06
04/23/2021,$43.97,325765,$42.58,$44.39,$42.23
04/26/2021,$44.42,222360,$43.72,$45.11,$43.72
04/27/2021,$44.03,279280,$44.90,$45.00,$43.21
04/28/2021,$44.08,166340,$43.82,$44.459,$43.77
04/29/2021,$42.93,443484,$44.89,$44.90,$42.29
04/30/2021,$41.53,219552,$41.96,$42.71,$41.41
05/03/2021,$42.03,275116,$42.14,$42.41,$41.5501
05/04/2021,$40.80,322662,$41.60,$41.67,$39.49
05/05/2021,$39.93,539664,$41.52,$41.80,$38.295
05/06/2021,$40.27,220847,$39.90,$40.484,$39.06
